Reads	Levels	Name	Filename
2	P	Cyanobacteria	216af677-4fd9-4428-80a5-69c3e93c626d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
636	P	Proteobacteria	216af677-4fd9-4428-80a5-69c3e93c626d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
15	P	Bacteroidetes	216af677-4fd9-4428-80a5-69c3e93c626d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chordata	216af677-4fd9-4428-80a5-69c3e93c626d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Uroviricota	216af677-4fd9-4428-80a5-69c3e93c626d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	216af677-4fd9-4428-80a5-69c3e93c626d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1194	P	Proteobacteria	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
96	P	Actinobacteria	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
15	P	Firmicutes	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Cyanobacteria	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Tenericutes	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
15	P	Bacteroidetes	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Fusobacteria	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Acidobacteria	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Caldiserica	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chordata	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Uroviricota	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Artverviricota	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	6c10003b-c5b0-43f1-9f16-24b60b36c7bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2668	P	Actinobacteria	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
29	P	Firmicutes	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
13	P	Cyanobacteria	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Deinococcus-Thermus	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Tenericutes	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Armatimonadetes	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
634	P	Proteobacteria	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
17	P	Bacteroidetes	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Thermodesulfobacteria	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Candidatus Omnitrophica	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Planctomycetes	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Fusobacteria	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Chordata	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
17	P	Uroviricota	3c4c415c-6a74-49ee-b271-7874bb65c836.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2290	P	Proteobacteria	3c7dbb02-bd9c-437e-98b9-f86d88691da7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
109	P	Actinobacteria	3c7dbb02-bd9c-437e-98b9-f86d88691da7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
30	P	Firmicutes	3c7dbb02-bd9c-437e-98b9-f86d88691da7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
35	P	Bacteroidetes	3c7dbb02-bd9c-437e-98b9-f86d88691da7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Fusobacteria	3c7dbb02-bd9c-437e-98b9-f86d88691da7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Planctomycetes	3c7dbb02-bd9c-437e-98b9-f86d88691da7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chordata	3c7dbb02-bd9c-437e-98b9-f86d88691da7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Uroviricota	3c7dbb02-bd9c-437e-98b9-f86d88691da7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Artverviricota	3c7dbb02-bd9c-437e-98b9-f86d88691da7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	3c7dbb02-bd9c-437e-98b9-f86d88691da7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2417	P	Actinobacteria	45e6de30-0423-4063-bc50-53132e1f3253.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
41	P	Firmicutes	45e6de30-0423-4063-bc50-53132e1f3253.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
8	P	Cyanobacteria	45e6de30-0423-4063-bc50-53132e1f3253.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	45e6de30-0423-4063-bc50-53132e1f3253.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
737	P	Proteobacteria	45e6de30-0423-4063-bc50-53132e1f3253.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
20	P	Bacteroidetes	45e6de30-0423-4063-bc50-53132e1f3253.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Gemmatimonadetes	45e6de30-0423-4063-bc50-53132e1f3253.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Verrucomicrobia	45e6de30-0423-4063-bc50-53132e1f3253.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Chordata	45e6de30-0423-4063-bc50-53132e1f3253.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
93	P	Uroviricota	45e6de30-0423-4063-bc50-53132e1f3253.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	45e6de30-0423-4063-bc50-53132e1f3253.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
715	P	Proteobacteria	2efc1fea-38be-4c16-ba36-89e1cb5668c9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
67	P	Actinobacteria	2efc1fea-38be-4c16-ba36-89e1cb5668c9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
31	P	Firmicutes	2efc1fea-38be-4c16-ba36-89e1cb5668c9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Cyanobacteria	2efc1fea-38be-4c16-ba36-89e1cb5668c9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Bacteroidetes	2efc1fea-38be-4c16-ba36-89e1cb5668c9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Fusobacteria	2efc1fea-38be-4c16-ba36-89e1cb5668c9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Caldiserica	2efc1fea-38be-4c16-ba36-89e1cb5668c9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Chordata	2efc1fea-38be-4c16-ba36-89e1cb5668c9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	2efc1fea-38be-4c16-ba36-89e1cb5668c9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Uroviricota	2efc1fea-38be-4c16-ba36-89e1cb5668c9.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4862	P	Actinobacteria	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
36	P	Firmicutes	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
8	P	Cyanobacteria	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Chloroflexi	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1268	P	Proteobacteria	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
27	P	Bacteroidetes	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Gemmatimonadetes	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Planctomycetes	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Verrucomicrobia	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Nitrospirae	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Deferribacteres	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
15	P	Chordata	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Euryarchaeota	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
58	P	Uroviricota	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	af8a5ea5-752e-426c-881a-63cd8cd53de6.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6459	P	Actinobacteria	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
224	P	Firmicutes	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
8	P	Cyanobacteria	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Chloroflexi	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1575	P	Proteobacteria	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
13	P	Bacteroidetes	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Deferribacteres	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Planctomycetes	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Nitrospirae	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Acidobacteria	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Thermotogae	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
17	P	Chordata	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
63	P	Uroviricota	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Pisuviricota	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Phixviricota	249079ff-e0b6-4556-9958-56b6b99f9ef1.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3131	P	Actinobacteria	f4007f17-61ba-44b7-baaa-d194eb29f120.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
81	P	Firmicutes	f4007f17-61ba-44b7-baaa-d194eb29f120.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
780	P	Proteobacteria	f4007f17-61ba-44b7-baaa-d194eb29f120.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Bacteroidetes	f4007f17-61ba-44b7-baaa-d194eb29f120.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Chordata	f4007f17-61ba-44b7-baaa-d194eb29f120.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
17	P	Uroviricota	f4007f17-61ba-44b7-baaa-d194eb29f120.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
948	P	Proteobacteria	9c1aae09-c37b-419d-8e04-fc60004596f5.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
55	P	Actinobacteria	9c1aae09-c37b-419d-8e04-fc60004596f5.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
41	P	Firmicutes	9c1aae09-c37b-419d-8e04-fc60004596f5.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Deinococcus-Thermus	9c1aae09-c37b-419d-8e04-fc60004596f5.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Fusobacteria	9c1aae09-c37b-419d-8e04-fc60004596f5.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Bacteroidetes	9c1aae09-c37b-419d-8e04-fc60004596f5.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Uroviricota	9c1aae09-c37b-419d-8e04-fc60004596f5.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Artverviricota	9c1aae09-c37b-419d-8e04-fc60004596f5.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1205	P	Proteobacteria	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
97	P	Firmicutes	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
67	P	Actinobacteria	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Cyanobacteria	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
9	P	Bacteroidetes	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Planctomycetes	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Deferribacteres	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chordata	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Uroviricota	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Phixviricota	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	f2bf8d18-a872-44d9-9848-33fb5ec60d49.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
424	P	Proteobacteria	ef5faf3a-4a2f-4a0e-81fb-7d5a64e375bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
29	P	Actinobacteria	ef5faf3a-4a2f-4a0e-81fb-7d5a64e375bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
10	P	Firmicutes	ef5faf3a-4a2f-4a0e-81fb-7d5a64e375bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Verrucomicrobia	ef5faf3a-4a2f-4a0e-81fb-7d5a64e375bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Planctomycetes	ef5faf3a-4a2f-4a0e-81fb-7d5a64e375bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Bacteroidetes	ef5faf3a-4a2f-4a0e-81fb-7d5a64e375bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Chordata	ef5faf3a-4a2f-4a0e-81fb-7d5a64e375bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Artverviricota	ef5faf3a-4a2f-4a0e-81fb-7d5a64e375bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Uroviricota	ef5faf3a-4a2f-4a0e-81fb-7d5a64e375bc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3005	P	Proteobacteria	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
467	P	Actinobacteria	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
96	P	Firmicutes	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
10	P	Cyanobacteria	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Deinococcus-Thermus	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Armatimonadetes	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
29	P	Bacteroidetes	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Gemmatimonadetes	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Planctomycetes	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Candidatus Omnitrophica	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Atribacterota	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Spirochaetes	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Chordata	5ef2f468-d96c-4cd2-b0d0-af4c04366743.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1448	P	Proteobacteria	1ed40291-28a4-4d92-b494-f6393945db5a.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1283	P	Actinobacteria	1ed40291-28a4-4d92-b494-f6393945db5a.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
62	P	Firmicutes	1ed40291-28a4-4d92-b494-f6393945db5a.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
