Reads	Levels	Name	Filename
4	P	Deinococcus-Thermus	44977951-a278-4463-a1af-2ef7f4e1aa71.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	44977951-a278-4463-a1af-2ef7f4e1aa71.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
19	P	Bacteroidetes	44977951-a278-4463-a1af-2ef7f4e1aa71.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
9	P	Nitrospirae	44977951-a278-4463-a1af-2ef7f4e1aa71.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Planctomycetes	44977951-a278-4463-a1af-2ef7f4e1aa71.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Fusobacteria	44977951-a278-4463-a1af-2ef7f4e1aa71.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Deferribacteres	44977951-a278-4463-a1af-2ef7f4e1aa71.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Candidatus Saccharibacteria	44977951-a278-4463-a1af-2ef7f4e1aa71.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Chordata	44977951-a278-4463-a1af-2ef7f4e1aa71.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
90	P	Uroviricota	44977951-a278-4463-a1af-2ef7f4e1aa71.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
35	P	Artverviricota	44977951-a278-4463-a1af-2ef7f4e1aa71.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4787	P	Actinobacteria	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
981	P	Firmicutes	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
11	P	Cyanobacteria	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Tenericutes	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2915	P	Proteobacteria	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
86	P	Bacteroidetes	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chrysiogenetes	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Fusobacteria	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Deferribacteres	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Chordata	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
16	P	Uroviricota	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Artverviricota	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Pisuviricota	cb841422-25ae-405e-bc80-84a8b977d494.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1991	P	Proteobacteria	12e417d3-c3f6-4667-aad9-c0891a9e64e7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
175	P	Actinobacteria	12e417d3-c3f6-4667-aad9-c0891a9e64e7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
103	P	Firmicutes	12e417d3-c3f6-4667-aad9-c0891a9e64e7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Deinococcus-Thermus	12e417d3-c3f6-4667-aad9-c0891a9e64e7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Cyanobacteria	12e417d3-c3f6-4667-aad9-c0891a9e64e7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
33	P	Bacteroidetes	12e417d3-c3f6-4667-aad9-c0891a9e64e7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Fusobacteria	12e417d3-c3f6-4667-aad9-c0891a9e64e7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Thermotogae	12e417d3-c3f6-4667-aad9-c0891a9e64e7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Spirochaetes	12e417d3-c3f6-4667-aad9-c0891a9e64e7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
17	P	Uroviricota	12e417d3-c3f6-4667-aad9-c0891a9e64e7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	12e417d3-c3f6-4667-aad9-c0891a9e64e7.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
610	P	Proteobacteria	23ee0bb7-42a6-427c-bdba-97ebb9dd6b3f.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
38	P	Actinobacteria	23ee0bb7-42a6-427c-bdba-97ebb9dd6b3f.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
11	P	Firmicutes	23ee0bb7-42a6-427c-bdba-97ebb9dd6b3f.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
8	P	Bacteroidetes	23ee0bb7-42a6-427c-bdba-97ebb9dd6b3f.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Verrucomicrobia	23ee0bb7-42a6-427c-bdba-97ebb9dd6b3f.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
11	P	Chordata	23ee0bb7-42a6-427c-bdba-97ebb9dd6b3f.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Uroviricota	23ee0bb7-42a6-427c-bdba-97ebb9dd6b3f.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Artverviricota	23ee0bb7-42a6-427c-bdba-97ebb9dd6b3f.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2615	P	Actinobacteria	f2f789da-a189-477d-acf1-42c221c65bbc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
24	P	Firmicutes	f2f789da-a189-477d-acf1-42c221c65bbc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Cyanobacteria	f2f789da-a189-477d-acf1-42c221c65bbc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Tenericutes	f2f789da-a189-477d-acf1-42c221c65bbc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
697	P	Proteobacteria	f2f789da-a189-477d-acf1-42c221c65bbc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
12	P	Bacteroidetes	f2f789da-a189-477d-acf1-42c221c65bbc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Acidobacteria	f2f789da-a189-477d-acf1-42c221c65bbc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Chordata	f2f789da-a189-477d-acf1-42c221c65bbc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
36	P	Uroviricota	f2f789da-a189-477d-acf1-42c221c65bbc.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2330	P	Proteobacteria	b918540e-f2b8-4c77-93f7-0781e0251f77.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
134	P	Actinobacteria	b918540e-f2b8-4c77-93f7-0781e0251f77.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
40	P	Firmicutes	b918540e-f2b8-4c77-93f7-0781e0251f77.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Tenericutes	b918540e-f2b8-4c77-93f7-0781e0251f77.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	b918540e-f2b8-4c77-93f7-0781e0251f77.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
11	P	Bacteroidetes	b918540e-f2b8-4c77-93f7-0781e0251f77.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Spirochaetes	b918540e-f2b8-4c77-93f7-0781e0251f77.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chordata	b918540e-f2b8-4c77-93f7-0781e0251f77.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
10	P	Uroviricota	b918540e-f2b8-4c77-93f7-0781e0251f77.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Artverviricota	b918540e-f2b8-4c77-93f7-0781e0251f77.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	b918540e-f2b8-4c77-93f7-0781e0251f77.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
646	P	Actinobacteria	bf885635-7681-4bbc-9e4e-3b37645b1bb3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
14	P	Firmicutes	bf885635-7681-4bbc-9e4e-3b37645b1bb3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
502	P	Proteobacteria	bf885635-7681-4bbc-9e4e-3b37645b1bb3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Bacteroidetes	bf885635-7681-4bbc-9e4e-3b37645b1bb3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Chordata	bf885635-7681-4bbc-9e4e-3b37645b1bb3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
17	P	Uroviricota	bf885635-7681-4bbc-9e4e-3b37645b1bb3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	bf885635-7681-4bbc-9e4e-3b37645b1bb3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1977	P	Actinobacteria	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
343	P	Firmicutes	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Cyanobacteria	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Tenericutes	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1101	P	Proteobacteria	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
21	P	Bacteroidetes	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Fusobacteria	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Synergistetes	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Planctomycetes	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
8	P	Chordata	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
11	P	Uroviricota	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Phixviricota	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	bff023d9-46e6-4293-bfc5-d30cd7257816.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1436	P	Proteobacteria	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
248	P	Actinobacteria	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
71	P	Firmicutes	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Cyanobacteria	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Tenericutes	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
22	P	Bacteroidetes	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Fusobacteria	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Elusimicrobia	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Planctomycetes	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Chordata	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
14	P	Uroviricota	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Pisuviricota	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	12ee2fca-a1f5-44e0-997f-a303df8465b3.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1854	P	Proteobacteria	3e8cb181-da8c-403e-916a-243f95c7911c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
264	P	Actinobacteria	3e8cb181-da8c-403e-916a-243f95c7911c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
31	P	Firmicutes	3e8cb181-da8c-403e-916a-243f95c7911c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	3e8cb181-da8c-403e-916a-243f95c7911c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Bacteroidetes	3e8cb181-da8c-403e-916a-243f95c7911c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Planctomycetes	3e8cb181-da8c-403e-916a-243f95c7911c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Nitrospirae	3e8cb181-da8c-403e-916a-243f95c7911c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Uroviricota	3e8cb181-da8c-403e-916a-243f95c7911c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Peploviricota	3e8cb181-da8c-403e-916a-243f95c7911c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Artverviricota	3e8cb181-da8c-403e-916a-243f95c7911c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1091	P	Proteobacteria	bf113155-e725-4c1b-a2ba-3c4c3f39d4b0.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
66	P	Actinobacteria	bf113155-e725-4c1b-a2ba-3c4c3f39d4b0.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
20	P	Firmicutes	bf113155-e725-4c1b-a2ba-3c4c3f39d4b0.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
12	P	Bacteroidetes	bf113155-e725-4c1b-a2ba-3c4c3f39d4b0.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Spirochaetes	bf113155-e725-4c1b-a2ba-3c4c3f39d4b0.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Acidobacteria	bf113155-e725-4c1b-a2ba-3c4c3f39d4b0.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Chordata	bf113155-e725-4c1b-a2ba-3c4c3f39d4b0.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Uroviricota	bf113155-e725-4c1b-a2ba-3c4c3f39d4b0.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Artverviricota	bf113155-e725-4c1b-a2ba-3c4c3f39d4b0.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Phixviricota	bf113155-e725-4c1b-a2ba-3c4c3f39d4b0.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1287	P	Actinobacteria	f307aeb5-7b99-473b-97cf-51ee9026ab6d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
36	P	Firmicutes	f307aeb5-7b99-473b-97cf-51ee9026ab6d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Cyanobacteria	f307aeb5-7b99-473b-97cf-51ee9026ab6d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1012	P	Proteobacteria	f307aeb5-7b99-473b-97cf-51ee9026ab6d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Bacteroidetes	f307aeb5-7b99-473b-97cf-51ee9026ab6d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Uroviricota	f307aeb5-7b99-473b-97cf-51ee9026ab6d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Pisuviricota	f307aeb5-7b99-473b-97cf-51ee9026ab6d.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1092	P	Proteobacteria	4bc2dca9-5680-4139-9a02-80fefd87e56c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
102	P	Actinobacteria	4bc2dca9-5680-4139-9a02-80fefd87e56c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
41	P	Firmicutes	4bc2dca9-5680-4139-9a02-80fefd87e56c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	4bc2dca9-5680-4139-9a02-80fefd87e56c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
8	P	Bacteroidetes	4bc2dca9-5680-4139-9a02-80fefd87e56c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Fusobacteria	4bc2dca9-5680-4139-9a02-80fefd87e56c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
5	P	Chordata	4bc2dca9-5680-4139-9a02-80fefd87e56c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
35	P	Uroviricota	4bc2dca9-5680-4139-9a02-80fefd87e56c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Artverviricota	4bc2dca9-5680-4139-9a02-80fefd87e56c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Pisuviricota	4bc2dca9-5680-4139-9a02-80fefd87e56c.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1800	P	Actinobacteria	8dd4883b-bd9e-4ca3-aa63-6d398c4740bd.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
17	P	Firmicutes	8dd4883b-bd9e-4ca3-aa63-6d398c4740bd.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Cyanobacteria	8dd4883b-bd9e-4ca3-aa63-6d398c4740bd.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
480	P	Proteobacteria	8dd4883b-bd9e-4ca3-aa63-6d398c4740bd.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
10	P	Bacteroidetes	8dd4883b-bd9e-4ca3-aa63-6d398c4740bd.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Fusobacteria	8dd4883b-bd9e-4ca3-aa63-6d398c4740bd.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Chordata	8dd4883b-bd9e-4ca3-aa63-6d398c4740bd.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
19	P	Uroviricota	8dd4883b-bd9e-4ca3-aa63-6d398c4740bd.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
20205	P	Proteobacteria	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2125	P	Actinobacteria	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
365	P	Cyanobacteria	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
254	P	Firmicutes	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Tenericutes	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Deinococcus-Thermus	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chloroflexi	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
25	P	Bacteroidetes	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Gemmatimonadetes	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
9	P	Planctomycetes	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Deferribacteres	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
7	P	Fusobacteria	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Nitrospirae	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
6	P	Acidobacteria	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Spirochaetes	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Aquificae	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Synergistetes	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Thermotogae	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
4	P	Chordata	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Euryarchaeota	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
146	P	Uroviricota	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
66	P	Artverviricota	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Pisuviricota	9695c603-49c6-44d6-bb68-ef93d79de4b2.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
934	P	Proteobacteria	13228736-e003-4431-a1f2-e108ee085b5a.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
71	P	Actinobacteria	13228736-e003-4431-a1f2-e108ee085b5a.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
52	P	Firmicutes	13228736-e003-4431-a1f2-e108ee085b5a.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
3	P	Cyanobacteria	13228736-e003-4431-a1f2-e108ee085b5a.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
27	P	Bacteroidetes	13228736-e003-4431-a1f2-e108ee085b5a.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
2	P	Ignavibacteriae	13228736-e003-4431-a1f2-e108ee085b5a.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
1	P	Chlorobi	13228736-e003-4431-a1f2-e108ee085b5a.rna_seq.transcriptome.gdc_realn_combined_non_human_non_contaminant_krakenuniq.report
